Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_DateTime,Sunset_DateTime,Tavg_float,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
1,2013-06-10 00:00:00,76,60,68,1.0,63,65.0,-3.0,-3.0,0416,1926,TSRA RA BR HZ,0,M,0.0,0.26,29.08,29.79,2.7,4,4.3,2013-06-10 04:16:00,2013-06-10 19:26:00,68.0,68,67.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,2013-06-10 00:00:00
2,2013-06-10 00:00:00,75,61,68,,61,64.0,-3.0,-3.0,0416,1926,RA BR HZ VCFG,M,M,0.0,0.85,29.14,29.78,2.0,7,4.4,2013-06-10 04:16:00,2013-06-10 19:26:00,68.0,68,67.0,1.0,1,1,0,1,0,1,0,0,0,1,0,0,2013-06-10 00:00:00
1,2013-06-11 00:00:00,83,60,72,5.0,62,67.0,-6.5,-6.5,0416,1926,RA BR,0,M,0.0,1e-06,29.13,29.85,3.2,25,4.5,2013-06-11 04:16:00,2013-06-11 19:26:00,71.5,72,67.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-06-11 00:00:00
2,2013-06-11 00:00:00,84,60,72,,61,66.0,-7.0,-7.0,0416,1926,RA FG+ BR,M,M,0.0,0.24,29.21,29.85,2.5,23,4.1,2013-06-11 04:16:00,2013-06-11 19:26:00,72.0,72,67.0,5.0,1,1,0,0,0,1,1,0,0,0,0,0,2013-06-11 00:00:00
1,2013-06-12 00:00:00,86,63,75,7.0,64,67.0,-9.5,-9.5,0416,1927,TS TSRA BR,0,M,0.0,0.75,29.0,29.74,3.1,8,8.0,2013-06-12 04:16:00,2013-06-12 19:27:00,74.5,75,68.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,2013-06-12 00:00:00
2,2013-06-12 00:00:00,87,64,76,,64,67.0,-10.5,-10.5,0416,1927,TSRA RA BR HZ,M,M,0.0,0.25,29.08,29.74,2.9,5,5.8,2013-06-12 04:16:00,2013-06-12 19:27:00,75.5,76,68.0,8.0,1,1,1,1,0,0,0,0,0,0,0,0,2013-06-12 00:00:00
1,2013-06-13 00:00:00,73,58,66,-2.0,54,59.0,-0.5,-0.5,0416,1927,BR,0,M,0.0,0.0,29.23,29.92,11.7,3,12.2,2013-06-13 04:16:00,2013-06-13 19:27:00,65.5,66,68.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-06-13 00:00:00
2,2013-06-13 00:00:00,72,59,66,,53,59.0,-0.5,-0.5,0416,1927,BR,M,M,0.0,0.0,29.29,29.91,12.6,1,13.2,2013-06-13 04:16:00,2013-06-13 19:27:00,65.5,66,68.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-06-13 00:00:00
1,2013-06-14 00:00:00,78,56,67,-1.0,51,57.0,-2.0,-2.0,0416,1928, ,0,M,0.0,0.0,29.34,30.05,6.6,6,7.9,2013-06-14 04:16:00,2013-06-14 19:28:00,67.0,67,68.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-14 00:00:00
2,2013-06-14 00:00:00,76,57,67,,50,57.0,-1.5,-1.5,0416,1928, ,M,M,0.0,0.0,29.4,30.04,6.0,5,7.8,2013-06-14 04:16:00,2013-06-14 19:28:00,66.5,67,68.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-14 00:00:00
1,2013-06-15 00:00:00,80,58,69,1.0,62,65.0,-4.0,-4.0,0416,1928,RA BR,0,M,0.0,0.17,29.21,29.95,5.6,21,7.7,2013-06-15 04:16:00,2013-06-15 19:28:00,69.0,69,68.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-06-15 00:00:00
2,2013-06-15 00:00:00,81,61,71,,60,64.0,-6.0,-6.0,0416,1928,TS RA,M,M,0.0,0.12,29.28,29.95,5.6,21,7.2,2013-06-15 04:16:00,2013-06-15 19:28:00,71.0,71,68.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-06-15 00:00:00
1,2013-06-16 00:00:00,86,69,78,9.0,62,67.0,-12.5,-12.5,0416,1929, ,0,M,0.0,0.0,29.16,29.88,8.3,27,9.2,2013-06-16 04:16:00,2013-06-16 19:29:00,77.5,78,69.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-16 00:00:00
2,2013-06-16 00:00:00,83,69,76,,62,67.0,-11.0,-11.0,0416,1929, ,M,M,0.0,0.0,29.23,29.87,8.6,24,9.5,2013-06-16 04:16:00,2013-06-16 19:29:00,76.0,76,69.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-16 00:00:00
1,2013-06-17 00:00:00,88,59,74,5.0,55,63.0,-8.5,-8.5,0416,1929, ,0,M,0.0,0.03,29.18,29.89,3.9,29,8.1,2013-06-17 04:16:00,2013-06-17 19:29:00,73.5,74,69.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-17 00:00:00
2,2013-06-17 00:00:00,88,62,75,,56,64.0,-10.0,-10.0,0416,1929,TSRA,M,M,0.0,0.1,29.24,29.88,3.7,28,8.4,2013-06-17 04:16:00,2013-06-17 19:29:00,75.0,75,69.0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-06-17 00:00:00
1,2013-06-18 00:00:00,71,56,64,-6.0,52,56.0,0.0,0.0,0416,1929,BR,0,M,0.0,0.0,29.31,30.01,11.4,3,11.6,2013-06-18 04:16:00,2013-06-18 19:29:00,63.5,64,70.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-06-18 00:00:00
2,2013-06-18 00:00:00,70,57,64,,52,57.0,0.0,0.0,0416,1929,RA BR HZ,M,M,0.0,0.01,29.36,30.0,12.1,2,12.4,2013-06-18 04:16:00,2013-06-18 19:29:00,63.5,64,70.0,-6.0,1,1,0,1,0,0,0,0,0,0,0,0,2013-06-18 00:00:00
1,2013-06-19 00:00:00,75,53,64,-6.0,46,55.0,0.0,0.0,0416,1930, ,0,M,0.0,0.0,29.39,30.1,5.9,8,6.9,2013-06-19 04:16:00,2013-06-19 19:30:00,64.0,64,70.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-19 00:00:00
2,2013-06-19 00:00:00,75,57,66,,46,56.0,-1.0,-1.0,0416,1930, ,M,M,0.0,0.0,29.44,30.09,6.4,7,7.2,2013-06-19 04:16:00,2013-06-19 19:30:00,66.0,66,70.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-19 00:00:00
1,2013-06-20 00:00:00,86,56,71,1.0,58,64.0,-6.0,-6.0,0416,1930, ,0,M,0.0,0.0,29.38,30.1,5.1,12,5.9,2013-06-20 04:16:00,2013-06-20 19:30:00,71.0,71,70.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-20 00:00:00
2,2013-06-20 00:00:00,86,62,74,,57,64.0,-9.0,-9.0,0416,1930, ,M,M,0.0,0.0,29.45,30.1,6.0,11,7.2,2013-06-20 04:16:00,2013-06-20 19:30:00,74.0,74,70.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-20 00:00:00
1,2013-06-21 00:00:00,82,68,75,5.0,65,68.0,-10.0,-10.0,0416,1930,RA BR,0,M,1e-06,0.79,29.34,30.04,7.4,19,9.5,2013-06-21 04:16:00,2013-06-21 19:30:00,75.0,75,70.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-06-21 00:00:00
2,2013-06-21 00:00:00,85,70,78,,63,67.0,-12.5,-12.5,0416,1930,TSRA,M,M,1e-06,0.11,29.39,30.04,7.6,19,9.6,2013-06-21 04:16:00,2013-06-21 19:30:00,77.5,78,70.0,8.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-06-21 00:00:00
1,2013-06-22 00:00:00,80,67,74,4.0,67,69.0,-8.5,-8.5,0417,1931,RA,0,M,0.0,0.04,29.3,30.01,3.1,22,8.4,2013-06-22 04:17:00,2013-06-22 19:31:00,73.5,74,70.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-06-22 00:00:00
2,2013-06-22 00:00:00,83,70,77,,65,69.0,-11.5,-11.5,0417,1931, ,M,M,0.0,0.0,29.37,30.0,4.8,20,7.8,2013-06-22 04:17:00,2013-06-22 19:31:00,76.5,77,70.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-22 00:00:00
1,2013-06-23 00:00:00,87,66,77,7.0,68,71.0,-11.5,-11.5,0417,1931,RA,0,M,0.0,0.84,29.26,29.97,10.7,20,11.5,2013-06-23 04:17:00,2013-06-23 19:31:00,76.5,77,70.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-06-23 00:00:00
2,2013-06-23 00:00:00,89,69,79,,66,70.0,-14.0,-14.0,0417,1931,TSRA,M,M,0.0,1e-06,29.34,29.97,9.3,20,9.5,2013-06-23 04:17:00,2013-06-23 19:31:00,79.0,79,70.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-06-23 00:00:00
1,2013-06-24 00:00:00,89,67,78,7.0,67,69.0,-13.0,-13.0,0417,1931,BR,0,M,0.0,0.18,29.25,29.95,8.9,23,10.0,2013-06-24 04:17:00,2013-06-24 19:31:00,78.0,78,71.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-06-24 00:00:00
2,2013-06-24 00:00:00,86,68,77,,65,69.0,-12.0,-12.0,0417,1931,HZ,M,M,0.0,0.14,29.3,29.96,10.5,21,11.0,2013-06-24 04:17:00,2013-06-24 19:31:00,77.0,77,71.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,2013-06-24 00:00:00
1,2013-06-25 00:00:00,85,67,76,5.0,69,71.0,-11.0,-11.0,0417,1931,TSRA,0,M,0.0,0.03,29.13,29.86,4.5,19,6.9,2013-06-25 04:17:00,2013-06-25 19:31:00,76.0,76,71.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-06-25 00:00:00
2,2013-06-25 00:00:00,87,70,79,,67,71.0,-13.5,-13.5,0417,1931,RA,M,M,0.0,1e-06,29.21,29.85,5.2,21,8.6,2013-06-25 04:17:00,2013-06-25 19:31:00,78.5,79,71.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-06-25 00:00:00
1,2013-06-26 00:00:00,80,66,73,2.0,67,68.0,-8.0,-8.0,0418,1931,TSRA RA BR,0,M,0.0,1.48,29.05,29.76,2.2,16,7.4,2013-06-26 04:18:00,2013-06-26 19:31:00,73.0,73,71.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,2013-06-26 00:00:00
2,2013-06-26 00:00:00,81,68,75,,65,68.0,-9.5,-9.5,0418,1931,TS RA,M,M,0.0,0.19,29.11,29.75,2.6,18,9.0,2013-06-26 04:18:00,2013-06-26 19:31:00,74.5,75,71.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-06-26 00:00:00
1,2013-06-27 00:00:00,90,64,77,6.0,67,70.0,-12.0,-12.0,0418,1931,BR,0,M,1e-06,0.92,29.01,29.73,7.2,29,7.2,2013-06-27 04:18:00,2013-06-27 19:31:00,77.0,77,71.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-06-27 00:00:00
2,2013-06-27 00:00:00,91,66,79,,65,69.0,-13.5,-13.5,0418,1931,BR HZ,M,M,1e-06,0.59,29.08,29.71,6.1,29,6.8,2013-06-27 04:18:00,2013-06-27 19:31:00,78.5,79,71.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,2013-06-27 00:00:00
1,2013-06-28 00:00:00,83,67,75,4.0,61,66.0,-10.0,-10.0,0419,1931,RA,0,M,0.0,1e-06,28.91,29.63,10.5,31,10.9,2013-06-28 04:19:00,2013-06-28 19:31:00,75.0,75,71.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-06-28 00:00:00
2,2013-06-28 00:00:00,83,68,76,,60,65.0,-10.5,-10.5,0419,1931,RA,M,M,0.0,0.16,28.97,29.62,9.0,29,9.8,2013-06-28 04:19:00,2013-06-28 19:31:00,75.5,76,71.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-06-28 00:00:00
1,2013-06-29 00:00:00,72,64,68,-3.0,59,62.0,-3.0,-3.0,0419,1931,BR,0,M,0.0,0.0,28.97,29.66,12.0,2,12.3,2013-06-29 04:19:00,2013-06-29 19:31:00,68.0,68,71.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-06-29 00:00:00
2,2013-06-29 00:00:00,72,64,68,,59,62.0,-3.0,-3.0,0419,1931,RA,M,M,0.0,1e-06,29.03,29.65,11.7,1,12.0,2013-06-29 04:19:00,2013-06-29 19:31:00,68.0,68,71.0,-3.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-06-29 00:00:00
1,2013-06-30 00:00:00,77,62,70,-2.0,52,59.0,-4.5,-4.5,0419,1931, ,0,M,0.0,0.0,29.2,29.88,13.8,2,13.9,2013-06-30 04:19:00,2013-06-30 19:31:00,69.5,70,72.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-30 00:00:00
2,2013-06-30 00:00:00,76,64,70,,52,60.0,-5.0,-5.0,0419,1931, ,M,M,0.0,0.0,29.25,29.86,14.0,1,14.2,2013-06-30 04:19:00,2013-06-30 19:31:00,70.0,70,72.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-30 00:00:00
1,2013-07-01 00:00:00,75,59,67,-5.0,51,58.0,-2.0,-2.0,0420,1931, ,0,M,0.0,0.0,29.31,30.03,12.6,3,12.3,2013-07-01 04:20:00,2013-07-01 19:31:00,67.0,67,72.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-01 00:00:00
2,2013-07-01 00:00:00,75,61,68,,50,58.0,-3.0,-3.0,0420,1931, ,M,M,0.0,0.0,29.37,30.01,13.8,3,13.6,2013-07-01 04:20:00,2013-07-01 19:31:00,68.0,68,72.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-01 00:00:00
1,2013-07-02 00:00:00,68,60,64,-8.0,52,57.0,0.0,0.0,0420,1931, ,0,M,0.0,1e-06,29.33,30.05,11.0,3,11.2,2013-07-02 04:20:00,2013-07-02 19:31:00,64.0,64,72.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-02 00:00:00
2,2013-07-02 00:00:00,68,62,65,,53,58.0,0.0,0.0,0420,1931,RA,M,M,0.0,1e-06,29.39,30.04,12.0,3,12.3,2013-07-02 04:20:00,2013-07-02 19:31:00,65.0,65,72.0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-07-02 00:00:00
1,2013-07-03 00:00:00,72,59,66,-6.0,60,62.0,-0.5,-0.5,0421,1931,DZ BR HZ,0,M,0.0,0.02,29.32,30.04,2.2,2,5.3,2013-07-03 04:21:00,2013-07-03 19:31:00,65.5,66,72.0,-6.0,0,1,0,1,0,0,0,0,1,0,0,0,2013-07-03 00:00:00
2,2013-07-03 00:00:00,74,62,68,,60,62.0,-3.0,-3.0,0421,1931,TSRA RA,M,M,0.0,0.07,29.38,30.03,0.5,36,4.2,2013-07-03 04:21:00,2013-07-03 19:31:00,68.0,68,72.0,-4.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-07-03 00:00:00
1,2013-07-04 00:00:00,83,56,70,-2.0,61,64.0,-4.5,-4.5,0422,1930,BR,0,M,0.0,0.0,29.34,30.05,4.4,20,5.1,2013-07-04 04:22:00,2013-07-04 19:30:00,69.5,70,72.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-07-04 00:00:00
2,2013-07-04 00:00:00,83,61,72,,59,65.0,-7.0,-7.0,0422,1930,BR HZ,M,M,0.0,0.0,29.41,30.05,7.3,19,7.7,2013-07-04 04:22:00,2013-07-04 19:30:00,72.0,72,72.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,2013-07-04 00:00:00
1,2013-07-05 00:00:00,86,60,73,1.0,61,66.0,-8.0,-8.0,0422,1930, ,0,M,0.0,0.0,29.33,30.04,3.7,19,4.8,2013-07-05 04:22:00,2013-07-05 19:30:00,73.0,73,72.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-05 00:00:00
2,2013-07-05 00:00:00,87,63,75,,60,66.0,-10.0,-10.0,0422,1930, ,M,M,0.0,0.0,29.39,30.03,5.1,20,5.9,2013-07-05 04:22:00,2013-07-05 19:30:00,75.0,75,72.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-05 00:00:00
1,2013-07-06 00:00:00,83,65,74,2.0,65,68.0,-9.0,-9.0,0423,1930, ,0,M,0.0,0.0,29.29,30.01,4.1,19,4.5,2013-07-06 04:23:00,2013-07-06 19:30:00,74.0,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-06 00:00:00
2,2013-07-06 00:00:00,82,71,77,,63,68.0,-11.5,-11.5,0423,1930, ,M,M,0.0,0.0,29.36,30.0,5.4,19,5.9,2013-07-06 04:23:00,2013-07-06 19:30:00,76.5,77,72.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-06 00:00:00
1,2013-07-07 00:00:00,88,70,79,7.0,67,71.0,-14.0,-14.0,0423,1930, ,0,M,0.0,0.0,29.26,29.97,6.6,21,6.8,2013-07-07 04:23:00,2013-07-07 19:30:00,79.0,79,72.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-07 00:00:00
2,2013-07-07 00:00:00,89,70,80,,66,71.0,-14.5,-14.5,0423,1930, ,M,M,0.0,0.0,29.33,29.96,8.0,21,8.2,2013-07-07 04:23:00,2013-07-07 19:30:00,79.5,80,72.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-07 00:00:00
1,2013-07-08 00:00:00,86,70,78,5.0,71,74.0,-13.0,-13.0,0424,1929,TSRA RA BR,0,M,0.0,0.5,29.24,29.95,7.8,23,8.4,2013-07-08 04:24:00,2013-07-08 19:29:00,78.0,78,73.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,2013-07-08 00:00:00
2,2013-07-08 00:00:00,87,71,79,,70,72.0,-14.0,-14.0,0424,1929,RA BR,M,M,0.0,0.84,29.31,29.95,10.0,22,10.5,2013-07-08 04:24:00,2013-07-08 19:29:00,79.0,79,73.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-07-08 00:00:00
1,2013-07-09 00:00:00,85,73,79,6.0,74,75.0,-14.0,-14.0,0425,1929,BR,0,M,0.0,1e-06,29.19,29.91,6.9,23,7.3,2013-07-09 04:25:00,2013-07-09 19:29:00,79.0,79,73.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-07-09 00:00:00
2,2013-07-09 00:00:00,85,75,80,,72,75.0,-15.0,-15.0,0425,1929,RA BR HZ,M,M,0.0,0.01,29.26,29.91,8.9,23,9.3,2013-07-09 04:25:00,2013-07-09 19:29:00,80.0,80,73.0,7.0,1,1,0,1,0,0,0,0,0,0,0,0,2013-07-09 00:00:00
1,2013-07-10 00:00:00,85,66,76,3.0,65,70.0,-10.5,-10.5,0425,1929, ,0,M,0.0,0.0,29.2,29.89,6.0,34,8.3,2013-07-10 04:25:00,2013-07-10 19:29:00,75.5,76,73.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-10 00:00:00
2,2013-07-10 00:00:00,87,66,77,,65,69.0,-11.5,-11.5,0425,1929, ,M,M,0.0,0.0,29.26,29.88,3.7,3,8.0,2013-07-10 04:25:00,2013-07-10 19:29:00,76.5,77,73.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-10 00:00:00
1,2013-07-11 00:00:00,81,64,73,0.0,54,62.0,-7.5,-7.5,0426,1928, ,0,M,0.0,0.0,29.36,30.06,6.5,3,7.4,2013-07-11 04:26:00,2013-07-11 19:28:00,72.5,73,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-11 00:00:00
2,2013-07-11 00:00:00,80,63,72,,52,61.0,-6.5,-6.5,0426,1928, ,M,M,0.0,0.0,29.42,30.05,6.3,3,7.5,2013-07-11 04:26:00,2013-07-11 19:28:00,71.5,72,73.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-11 00:00:00
1,2013-07-12 00:00:00,83,58,71,-2.0,53,61.0,-5.5,-5.5,0427,1928, ,0,M,0.0,0.0,29.38,30.1,4.0,8,4.8,2013-07-12 04:27:00,2013-07-12 19:28:00,70.5,71,73.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-12 00:00:00
2,2013-07-12 00:00:00,82,60,71,,54,62.0,-6.0,-6.0,0427,1928, ,M,M,0.0,0.0,29.44,30.09,4.1,8,5.4,2013-07-12 04:27:00,2013-07-12 19:28:00,71.0,71,73.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-12 00:00:00
1,2013-07-13 00:00:00,84,62,73,0.0,59,65.0,-8.0,-8.0,0428,1927, ,0,M,0.0,0.0,29.41,30.12,6.8,9,7.5,2013-07-13 04:28:00,2013-07-13 19:27:00,73.0,73,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-13 00:00:00
2,2013-07-13 00:00:00,83,67,75,,58,65.0,-10.0,-10.0,0428,1927, ,M,M,0.0,0.0,29.47,30.11,6.4,9,7.1,2013-07-13 04:28:00,2013-07-13 19:27:00,75.0,75,73.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-13 00:00:00
1,2013-07-14 00:00:00,88,72,80,7.0,66,71.0,-15.0,-15.0,0428,1927, ,0,M,0.0,0.0,29.47,30.17,6.7,9,7.6,2013-07-14 04:28:00,2013-07-14 19:27:00,80.0,80,73.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-14 00:00:00
2,2013-07-14 00:00:00,88,73,81,,66,70.0,-15.5,-15.5,0428,1927, ,M,M,0.0,0.0,29.52,30.16,8.2,8,8.5,2013-07-14 04:28:00,2013-07-14 19:27:00,80.5,81,73.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-14 00:00:00
1,2013-07-15 00:00:00,89,71,80,6.0,71,74.0,-15.0,-15.0,0429,1926, ,0,M,0.0,0.09,29.52,30.23,4.3,8,5.1,2013-07-15 04:29:00,2013-07-15 19:26:00,80.0,80,74.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-15 00:00:00
2,2013-07-15 00:00:00,91,75,83,,71,74.0,-18.0,-18.0,0429,1926, ,M,M,0.0,0.02,29.57,30.21,5.0,8,6.2,2013-07-15 04:29:00,2013-07-15 19:26:00,83.0,83,74.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-15 00:00:00
1,2013-07-16 00:00:00,92,73,83,9.0,72,75.0,-17.5,-17.5,0430,1925, ,0,M,0.0,0.0,29.54,30.25,6.4,23,6.8,2013-07-16 04:30:00,2013-07-16 19:25:00,82.5,83,74.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-16 00:00:00
2,2013-07-16 00:00:00,93,77,85,,70,75.0,-20.0,-20.0,0430,1925, ,M,M,0.0,0.01,29.61,30.24,6.8,22,7.3,2013-07-16 04:30:00,2013-07-16 19:25:00,85.0,85,74.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-16 00:00:00
1,2013-07-17 00:00:00,94,76,85,11.0,72,76.0,-20.0,-20.0,0431,1925, ,0,M,0.0,0.0,29.51,30.23,6.7,26,6.9,2013-07-17 04:31:00,2013-07-17 19:25:00,85.0,85,74.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-17 00:00:00
2,2013-07-17 00:00:00,95,77,86,,70,75.0,-21.0,-21.0,0431,1925, ,M,M,0.0,0.0,29.57,30.21,6.2,25,7.1,2013-07-17 04:31:00,2013-07-17 19:25:00,86.0,86,74.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-17 00:00:00
1,2013-07-18 00:00:00,95,77,86,12.0,72,76.0,-21.0,-21.0,0432,1924, ,0,M,0.0,1e-06,29.31,30.05,7.2,24,8.1,2013-07-18 04:32:00,2013-07-18 19:24:00,86.0,86,74.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-18 00:00:00
2,2013-07-18 00:00:00,96,79,88,,71,76.0,-22.5,-22.5,0432,1924,TS,M,M,0.0,0.0,29.38,30.04,8.8,23,9.4,2013-07-18 04:32:00,2013-07-18 19:24:00,87.5,88,74.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,2013-07-18 00:00:00
1,2013-07-19 00:00:00,96,71,84,10.0,70,75.0,-18.5,-18.5,0433,1923,TS BR,0,M,0.0,0.58,29.1,29.83,13.3,25,14.0,2013-07-19 04:33:00,2013-07-19 19:23:00,83.5,84,74.0,10.0,0,1,1,0,0,0,0,0,0,0,0,0,2013-07-19 00:00:00
2,2013-07-19 00:00:00,97,75,86,,69,75.0,-21.0,-21.0,0433,1923,TS,M,M,0.0,1e-06,29.17,29.82,13.4,24,13.9,2013-07-19 04:33:00,2013-07-19 19:23:00,86.0,86,74.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,2013-07-19 00:00:00
1,2013-07-20 00:00:00,89,71,80,6.0,64,69.0,-15.0,-15.0,0433,1923, ,0,M,0.0,0.06,29.17,29.86,4.8,1,7.5,2013-07-20 04:33:00,2013-07-20 19:23:00,80.0,80,74.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-20 00:00:00
2,2013-07-20 00:00:00,88,72,80,,63,69.0,-15.0,-15.0,0433,1923,RA,M,M,0.0,0.01,29.23,29.85,3.8,3,7.2,2013-07-20 04:33:00,2013-07-20 19:23:00,80.0,80,74.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-07-20 00:00:00
1,2013-07-21 00:00:00,88,68,78,4.0,65,69.0,-13.0,-13.0,0434,1922, ,0,M,0.0,0.01,29.18,29.89,2.8,7,6.7,2013-07-21 04:34:00,2013-07-21 19:22:00,78.0,78,74.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-21 00:00:00
2,2013-07-21 00:00:00,89,72,81,,63,69.0,-15.5,-15.5,0434,1922, ,M,M,0.0,0.0,29.24,29.88,2.9,11,7.9,2013-07-21 04:34:00,2013-07-21 19:22:00,80.5,81,74.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-21 00:00:00
1,2013-07-22 00:00:00,87,71,79,5.0,66,71.0,-14.0,-14.0,0435,1921,TSRA RA,0,M,0.0,1e-06,29.07,29.78,4.9,24,7.4,2013-07-22 04:35:00,2013-07-22 19:21:00,79.0,79,74.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-07-22 00:00:00
2,2013-07-22 00:00:00,90,72,81,,64,70.0,-16.0,-16.0,0435,1921,TSRA,M,M,0.0,1e-06,29.14,29.77,5.2,21,7.4,2013-07-22 04:35:00,2013-07-22 19:21:00,81.0,81,74.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,2013-07-22 00:00:00
1,2013-07-23 00:00:00,78,63,71,-3.0,60,64.0,-5.5,-5.5,0436,1920, ,0,M,0.0,0.03,29.15,29.83,8.8,2,11.0,2013-07-23 04:36:00,2013-07-23 19:20:00,70.5,71,74.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-23 00:00:00
