Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
2,84,68,66,69.0,0517,1827,0.02,29.11,29.75,3.9,27,5.8,76,68.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-01
1,79,60,61,64.0,0518,1826,0.0,29.21,29.9,8.1,2,9.2,70,68.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-02
2,77,62,60,64.0,0518,1826,0.0,29.27,29.89,7.5,2,8.7,70,68.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-02
1,77,57,54,59.0,0519,1824,0.0,29.32,30.02,4.0,30,5.8,67,68.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-03
2,76,58,54,60.0,0519,1824,0.0,29.39,30.02,1.5,34,4.6,67,68.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-03
1,84,59,57,63.0,0520,1822,0.0,29.37,30.08,6.2,26,7.0,72,68.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-04
2,84,59,55,62.0,0520,1822,0.0,29.44,30.08,6.4,25,6.8,72,68.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-04
1,74,59,54,60.0,0521,1821,1e-06,29.49,30.2,9.0,5,9.2,67,67.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-05
2,74,65,53,60.0,0521,1821,0.0,29.55,30.19,9.2,6,9.9,70,67.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-05
1,86,57,58,64.0,0522,1819,0.0,29.38,30.11,4.7,20,6.0,72,67.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-06
2,85,62,55,63.0,0522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-06
1,88,65,62,68.0,0523,1817,0.01,29.21,29.94,5.7,23,6.9,77,67.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-07
2,87,68,61,67.0,0523,1817,0.0,29.28,29.94,5.8,23,7.7,78,67.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-07
1,77,71,66,69.0,0524,1815,0.0,29.26,29.98,10.5,7,11.9,74,66.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-08
2,78,71,65,68.0,0524,1815,0.0,29.33,29.96,10.1,7,12.0,75,66.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-08
1,94,68,70,74.0,0525,1814,0.0,29.15,29.86,9.0,20,10.1,81,66.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-09
2,94,69,68,73.0,0525,1814,0.0,29.22,29.86,8.5,20,9.2,82,66.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,2013-09-09
1,95,77,64,71.0,0526,1812,0.0,29.25,29.95,12.1,24,12.5,86,66.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-10
2,96,78,63,71.0,0526,1812,0.0,29.32,29.94,12.2,24,12.5,87,66.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-10
1,91,75,66,71.0,0527,1810,1e-06,29.28,29.98,4.2,27,7.5,83,65.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-11
2,92,75,66,71.0,0527,1810,1e-06,29.34,29.97,5.1,25,6.9,84,65.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-11
1,82,62,59,64.0,0528,1809,1e-06,29.28,29.98,7.0,35,9.4,72,65.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-09-12
2,83,63,58,64.0,0528,1809,0.06,29.34,29.97,6.8,34,9.8,73,65.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-12
1,67,52,45,52.0,0529,1807,0.0,29.41,30.13,10.7,1,11.5,60,65.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-13
2,67,54,45,53.0,0529,1807,1e-06,29.47,30.12,12.8,1,13.5,61,65.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-13
1,72,47,43,52.0,0530,1805,0.0,29.36,30.1,4.7,21,5.9,60,64.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-14
2,72,51,41,52.0,0530,1805,0.0,29.44,30.11,5.3,19,6.3,62,64.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-14
1,62,56,52,55.0,0531,1803,0.65,29.34,30.06,1.1,2,5.4,59,64.0,-5.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-09-15
2,62,58,51,55.0,0531,1803,0.24,29.41,30.06,0.4,19,5.1,60,64.0,-4.0,1,1,0,0,0,0,0,0,1,0,0,0,2013-09-15
1,64,51,47,52.0,0532,1800,0.0,29.59,30.3,9.7,3,10.8,58,64.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-16
2,64,55,47,53.0,0532,1800,1e-06,29.65,30.29,11.4,3,12.8,60,64.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-16
1,71,49,51,56.0,0533,1758,0.0,29.49,30.23,7.0,13,7.6,60,64.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-17
2,70,53,49,55.0,0533,1758,1e-06,29.55,30.23,7.2,12,8.2,62,64.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-17
1,81,60,60,64.0,0535,1756,0.55,29.26,30.01,8.7,18,9.0,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-18
2,82,62,58,62.0,0535,1756,0.51,29.35,30.02,6.7,17,9.1,72,64.0,8.0,0,0,1,1,0,0,0,0,0,0,0,0,2013-09-18
1,84,69,68,70.0,0536,1755,0.84,29.14,29.87,8.3,16,10.6,77,63.0,14.0,1,1,1,1,0,1,0,0,0,0,0,0,2013-09-19
2,84,70,66,69.0,0536,1755,1e-06,29.21,29.87,7.8,16,10.0,77,63.0,14.0,1,1,0,1,0,0,0,0,0,0,0,0,2013-09-19
1,76,58,60,63.0,0537,1753,1e-06,29.08,29.8,10.1,26,11.0,67,62.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-20
2,77,59,59,63.0,0537,1753,0.02,29.15,29.8,10.3,26,11.2,68,62.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-20
1,67,52,48,53.0,0538,1751,0.0,29.17,29.87,9.6,33,10.0,60,62.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-21
2,67,51,46,53.0,0538,1751,0.0,29.23,29.87,9.0,33,9.5,59,62.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-21
1,67,49,47,52.0,0539,1749,0.0,29.3,30.01,6.2,4,7.5,58,62.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-22
2,67,49,45,51.0,0539,1749,0.0,29.36,30.01,4.8,5,6.8,58,62.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-22
1,67,46,48,53.0,0540,1748,0.0,29.34,30.06,4.9,10,6.1,57,61.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-23
2,67,50,45,52.0,0540,1748,0.0,29.41,30.06,6.8,11,7.6,59,61.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-23
1,70,49,49,54.0,0541,1746,0.0,29.26,30.0,6.2,10,8.0,60,61.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-24
2,91,52,48,54.0,0541,1746,0.0,29.33,30.0,5.8,9,7.7,72,61.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-24
1,70,51,52,56.0,0542,1744,0.0,29.23,29.95,4.8,5,5.7,61,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-25
2,71,56,51,56.0,0542,1744,0.0,29.29,29.95,5.9,6,6.6,64,61.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-25
1,75,50,52,58.0,0543,1742,0.0,29.34,30.04,3.8,8,4.2,63,60.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-09-26
2,75,55,52,58.0,0543,1742,0.0,29.4,30.04,4.1,9,4.6,65,60.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-26
1,81,52,51,57.0,0544,1741,0.0,29.38,30.09,7.0,13,7.4,67,60.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-27
2,80,57,48,57.0,0544,1741,0.0,29.44,30.09,6.6,12,7.3,69,60.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-27
1,84,55,56,62.0,0545,1739,0.2,29.24,29.98,10.9,19,12.7,70,59.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-09-28
2,85,58,54,61.0,0545,1739,0.02,29.31,29.98,10.2,18,11.3,72,59.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-09-28
1,68,51,49,54.0,0546,1737,0.18,29.29,30.01,6.0,36,7.6,60,59.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-09-29
2,84,53,48,54.0,0546,1737,0.22,29.36,30.01,6.3,36,7.8,69,59.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-09-29
1,74,47,49,55.0,0547,1735,0.0,29.21,29.93,5.8,19,6.2,61,59.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-30
2,76,50,47,55.0,0547,1735,0.0,29.28,29.93,4.2,19,4.9,63,59.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-30
1,79,62,62,65.0,0548,1734,0.0,29.21,29.92,12.5,22,12.2,71,58.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-10-01
2,79,62,61,64.0,0548,1734,0.0,29.28,29.92,11.9,21,11.5,71,58.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,2013-10-01
1,76,62,50,59.0,0549,1732,0.0,29.31,30.02,4.7,7,6.4,69,58.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-10-02
2,77,64,50,59.0,0549,1732,0.0,29.37,30.02,5.2,7,7.3,71,58.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,2013-10-02
1,78,60,65,67.0,0550,1730,0.12,29.19,29.91,7.4,19,7.9,69,57.0,12.0,1,1,0,0,0,1,1,0,1,0,0,0,2013-10-03
2,78,64,65,67.0,0550,1730,0.8,29.26,29.91,7.1,19,7.7,71,57.0,14.0,1,1,0,1,0,1,1,0,1,0,0,0,2013-10-03
1,74,65,65,66.0,0552,1729,1e-06,29.23,29.94,2.6,12,6.2,70,57.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-10-04
2,76,66,64,66.0,0552,1729,0.0,29.29,29.94,2.0,16,6.0,71,57.0,14.0,0,1,0,1,0,0,0,0,0,0,0,0,2013-10-04
1,80,61,66,68.0,0553,1727,0.82,29.11,29.84,5.2,19,6.4,71,57.0,14.0,1,1,1,0,0,0,0,0,0,0,0,0,2013-10-05
2,81,65,66,68.0,0553,1727,0.68,29.18,29.83,6.7,19,8.1,73,57.0,16.0,0,1,0,1,0,0,0,0,0,0,0,0,2013-10-05
1,64,45,44,49.0,0554,1725,0.09,29.02,29.75,8.7,25,9.5,55,56.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-10-06
2,76,48,44,50.0,0554,1725,0.06,29.1,29.76,10.1,25,10.6,62,56.0,6.0,1,1,0,0,0,0,0,0,1,0,0,0,2013-10-06
1,68,45,45,50.0,0555,1724,1e-06,29.23,29.92,6.1,28,9.0,57,56.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-07
2,67,45,44,50.0,0555,1724,0.0,29.3,29.94,6.3,26,9.1,56,56.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-07
1,75,43,48,53.0,0556,1722,0.0,29.42,30.13,4.7,18,5.6,59,56.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-08
2,76,49,46,53.0,0556,1722,0.0,29.49,30.13,4.0,17,5.0,63,56.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-08
1,71,48,47,53.0,0557,1720,0.0,29.45,30.18,3.6,12,4.6,60,55.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-09
2,70,52,47,53.0,0557,1720,0.0,29.52,30.18,3.4,11,4.9,61,55.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-09
1,74,46,50,55.0,0558,1719,0.0,29.37,30.11,2.9,13,3.9,60,55.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,2013-10-10
2,75,51,49,55.0,0558,1719,0.0,29.44,30.11,3.0,12,3.8,63,55.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-10
1,76,51,51,56.0,0559,1717,0.0,29.28,30.02,7.3,14,7.7,64,54.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-11
2,77,56,48,56.0,0559,1717,0.0,29.36,30.02,6.1,14,6.9,67,54.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-11
1,73,46,54,57.0,0600,1715,0.12,29.32,30.02,5.7,21,7.4,60,54.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-10-12
2,73,53,52,57.0,0600,1715,0.01,29.39,30.02,6.0,21,8.6,63,54.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-12
1,64,44,41,48.0,0602,1714,0.0,29.62,30.32,5.3,32,6.6,54,53.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-13
2,65,46,40,48.0,0602,1714,0.0,29.68,30.33,3.1,34,5.0,56,53.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-13
1,62,42,44,49.0,0603,1712,0.0,29.53,30.29,6.6,8,8.4,52,53.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-14
2,62,45,43,49.0,0603,1712,0.0,29.59,30.29,7.2,8,8.4,54,53.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-14
1,64,49,51,54.0,0604,1711,0.07,29.14,29.91,7.6,19,10.6,57,53.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-10-15
2,65,51,50,54.0,0604,1711,0.09,29.22,29.92,6.9,19,9.7,58,53.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-10-15
1,54,47,45,48.0,0605,1709,1e-06,29.16,29.89,10.5,25,10.8,51,52.0,-1.0,0,0,0,0,0,0,0,0,1,0,0,0,2013-10-16
2,54,47,43,47.0,0605,1709,1e-06,29.23,29.91,10.5,25,10.7,51,52.0,-1.0,0,0,0,0,0,0,0,0,1,0,0,0,2013-10-16
1,53,40,44,46.0,0606,1707,0.29,29.12,29.86,6.1,26,6.9,47,52.0,-5.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-10-17
2,54,44,43,47.0,0606,1707,0.17,29.2,29.88,7.1,24,7.9,49,52.0,-3.0,1,1,0,1,0,0,0,0,0,0,0,0,2013-10-17
1,50,39,40,43.0,0607,1706,0.0,29.18,29.91,8.3,26,8.7,45,51.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-18
2,50,42,39,43.0,0607,1706,0.0,29.26,29.93,7.9,25,8.6,46,51.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-18
1,54,42,37,42.0,0608,1704,0.01,29.1,29.83,8.9,25,9.2,48,51.0,-3.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-10-19
2,54,43,36,43.0,0608,1704,0.01,29.17,29.85,10.1,24,10.4,49,51.0,-2.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-10-19
1,61,36,42,46.0,0610,1703,0.01,29.07,29.8,5.1,20,6.1,49,50.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-10-20
2,65,41,41,47.0,0610,1703,0.02,29.15,29.82,7.5,21,8.4,53,50.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-10-20
1,55,33,31,38.0,0611,1701,1e-06,29.19,29.9,10.8,27,11.5,44,50.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-21
2,55,36,32,40.0,0611,1701,0.03,29.26,29.92,10.3,27,10.8,46,50.0,-4.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-10-21
1,42,29,31,34.0,0612,1700,1e-06,29.21,29.95,5.4,26,6.1,36,50.0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,2013-10-22
2,41,31,31,35.0,0612,1700,0.03,29.28,29.97,4.6,26,5.4,36,50.0,-14.0,1,1,0,0,0,0,0,0,1,0,0,0,2013-10-22
1,46,32,27,34.0,0613,1658,1e-06,29.24,29.98,9.2,30,10.0,39,49.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-23
2,46,32,27,34.0,0613,1658,1e-06,29.32,30.0,9.2,29,9.2,39,49.0,-10.0,1,0,0,0,1,0,0,0,0,0,0,0,2013-10-23
1,44,31,25,33.0,0614,1657,1e-06,29.45,30.16,10.3,30,10.9,38,49.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-24
2,44,34,25,34.0,0614,1657,0.0,29.52,30.2,9.2,30,9.9,39,49.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-24
1,51,29,26,35.0,0616,1656,0.0,29.47,30.24,10.8,24,11.7,40,48.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-25
2,51,29,26,36.0,0616,1656,0.0,29.57,30.28,10.4,23,11.3,40,48.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-25
1,55,37,29,39.0,0617,1654,0.0,29.22,29.96,10.9,27,14.2,46,48.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-26
2,55,38,29,39.0,0617,1654,0.0,29.3,29.98,10.5,26,13.4,47,48.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-26
1,54,29,29,37.0,0618,1653,0.0,29.28,30.02,6.3,23,6.6,42,48.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-27
2,55,32,29,38.0,0618,1653,0.0,29.37,30.05,6.4,23,6.7,44,48.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-27
1,53,35,37,41.0,0619,1651,0.0,29.54,30.26,9.0,4,9.4,44,47.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-28
2,54,36,38,42.0,0619,1651,0.0,29.6,30.26,8.8,4,10.3,45,47.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-28
1,57,42,40,45.0,0620,1650,1e-06,29.49,30.25,6.1,10,7.5,50,47.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-29
2,57,43,39,45.0,0620,1650,1e-06,29.57,30.26,5.9,11,6.6,50,47.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,2013-10-29
1,63,43,52,53.0,0622,1649,0.55,29.22,30.0,6.6,15,7.5,53,46.0,7.0,1,1,0,1,0,0,0,0,0,0,0,0,2013-10-30
2,64,47,52,53.0,0622,1649,1.16,29.29,30.01,5.3,14,6.2,56,46.0,10.0,1,1,0,1,0,0,0,0,0,0,0,0,2013-10-30
1,64,46,56,57.0,0623,1647,1.04,28.69,29.45,9.4,24,11.5,55,46.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-10-31
2,65,47,56,57.0,0623,1647,2.03,28.77,29.47,9.5,23,11.4,56,46.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,2013-10-31
1,49,42,38,42.0,0448,1849,0.09,29.02,29.74,13.5,24,13.4,46,53.0,-7.0,1,1,0,0,0,0,0,0,1,0,0,0,2014-05-01
2,50,43,42,44.0,0448,1849,0.09,29.1,29.76,14.1,24,14.0,47,53.0,-6.0,1,0,0,0,0,0,0,0,1,0,0,0,2014-05-01
1,53,46,39,45.0,0447,1850,1e-06,29.03,29.77,10.2,24,11.5,50,54.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-02
2,80,47,43,47.0,0447,1850,0.04,29.1,29.79,10.7,23,11.9,64,54.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-02
1,67,46,37,48.0,0446,1851,0.0,29.07,29.77,13.8,28,14.7,57,54.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-03
2,68,49,39,49.0,0446,1851,0.0,29.13,29.77,13.3,28,14.1,59,54.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-03
1,58,44,29,41.0,0444,1852,0.0,29.31,30.01,4.8,3,10.0,51,54.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-04
2,61,47,31,43.0,0444,1852,0.0,29.37,30.01,5.6,4,11.1,54,54.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-04
1,55,43,34,42.0,0443,1853,0.05,29.26,29.98,12.6,5,13.1,49,55.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-05
2,59,45,36,44.0,0443,1853,0.01,29.31,29.98,12.5,5,13.8,52,55.0,-3.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-05
1,63,41,34,45.0,0442,1855,0.0,29.21,29.95,12.6,7,13.7,52,55.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-06
2,63,45,38,47.0,0442,1855,0.0,29.26,29.94,12.9,7,13.7,54,55.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-06
1,78,48,42,50.0,0441,1856,1e-06,29.1,29.82,7.5,8,8.9,63,55.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-07
2,80,52,47,55.0,0441,1856,1e-06,29.15,29.81,6.3,10,9.3,66,55.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-07
1,89,51,55,63.0,0439,1857,0.1,29.08,29.8,13.7,21,14.2,70,56.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-08
2,93,68,58,66.0,0439,1857,0.0,29.15,29.79,13.8,20,14.3,81,56.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-08
1,73,54,52,58.0,0438,1858,1.03,29.03,29.74,13.2,24,16.0,64,56.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,2014-05-09
2,76,57,56,61.0,0438,1858,1.43,29.1,29.73,12.4,23,15.3,67,56.0,11.0,1,1,1,0,0,0,0,0,0,0,0,0,2014-05-09
1,77,47,42,52.0,0437,1859,0.0,29.19,29.91,2.9,25,6.9,62,56.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-10
2,77,52,44,54.0,0437,1859,0.0,29.26,29.9,3.1,20,6.8,65,56.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-10
1,81,52,53,59.0,0436,1900,0.12,29.19,29.91,7.6,16,8.9,67,57.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-11
2,85,63,55,61.0,0436,1900,0.41,29.26,29.9,7.8,17,10.1,74,57.0,17.0,1,0,1,0,0,0,0,0,0,0,0,0,2014-05-11
1,84,64,64,67.0,0435,1901,2.09,29.13,29.85,6.6,19,12.0,74,57.0,17.0,1,1,1,0,0,0,0,0,0,0,0,0,2014-05-12
2,86,65,67,70.0,0435,1901,0.03,29.2,29.84,11.1,19,12.5,76,57.0,19.0,1,1,1,0,0,0,0,0,0,0,0,0,2014-05-12
1,67,52,53,56.0,0434,1902,0.12,29.29,29.98,9.5,26,12.3,60,58.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2014-05-13
2,70,54,55,58.0,0434,1902,0.14,29.35,29.97,8.1,25,10.8,62,58.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-13
1,56,44,39,46.0,0433,1903,0.02,29.36,30.09,10.9,2,12.0,50,58.0,-8.0,1,1,0,0,0,0,0,0,0,0,0,0,2014-05-14
2,57,44,41,48.0,0433,1903,0.06,29.41,30.08,11.4,1,12.5,51,58.0,-7.0,1,1,0,0,0,0,0,0,0,0,0,0,2014-05-14
1,55,40,35,41.0,0432,1904,0.19,29.26,30.0,10.3,1,13.6,48,58.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-15
2,57,42,38,43.0,0432,1904,0.26,29.32,30.0,9.2,1,13.6,50,58.0,-8.0,1,1,0,0,0,0,0,0,0,0,0,0,2014-05-15
1,46,37,34,38.0,0431,1905,0.1,29.33,30.05,4.9,6,8.0,42,59.0,-17.0,1,0,0,0,0,0,0,0,1,0,0,0,2014-05-16
2,45,41,37,40.0,0431,1905,0.08,29.39,30.06,6.6,5,9.1,43,59.0,-16.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-16
1,60,39,33,42.0,0430,1906,0.0,29.4,30.12,7.7,26,8.5,50,59.0,-9.0,0,1,0,0,0,0,0,0,0,0,0,0,2014-05-17
2,61,41,34,44.0,0430,1906,0.0,29.47,30.14,7.6,24,8.2,51,59.0,-8.0,0,1,0,0,0,0,0,0,0,0,0,0,2014-05-17
1,69,47,37,48.0,0429,1907,0.0,29.47,30.19,9.8,22,10.5,58,60.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-18
2,70,48,38,49.0,0429,1907,0.0,29.54,30.2,8.5,21,9.2,59,60.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-18
1,69,45,40,50.0,0428,1908,1e-06,29.34,30.1,12.7,16,13.3,57,60.0,-3.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-19
2,71,53,40,52.0,0428,1908,1e-06,29.41,30.1,11.3,16,12.0,62,60.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-19
1,85,62,58,63.0,0427,1909,0.82,29.12,29.86,9.9,20,11.1,74,61.0,13.0,1,1,1,0,0,0,0,0,0,0,0,0,2014-05-20
2,87,63,60,65.0,0427,1909,0.64,29.19,29.85,10.5,20,11.9,75,61.0,14.0,1,1,1,0,0,0,0,0,0,0,0,0,2014-05-20
1,86,63,55,63.0,0426,1910,0.01,29.16,29.86,4.4,31,7.5,75,61.0,14.0,1,1,0,1,0,0,0,0,0,0,0,0,2014-05-21
2,89,68,58,66.0,0426,1910,0.01,29.21,29.84,4.8,30,7.9,79,61.0,18.0,0,0,0,1,0,0,0,0,0,0,0,0,2014-05-21
1,70,53,47,54.0,0425,1911,0.0,29.36,30.06,4.0,5,6.8,62,61.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-22
2,69,54,50,56.0,0425,1911,0.0,29.42,30.05,5.4,5,7.5,62,61.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-22
1,69,48,43,51.0,0425,1912,0.0,29.47,30.18,6.2,5,6.5,59,61.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-23
2,68,51,46,52.0,0425,1912,0.0,29.52,30.17,5.1,5,6.0,60,61.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-23
1,74,47,42,52.0,0424,1913,0.0,29.44,30.18,3.9,6,5.2,61,62.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-24
2,74,50,45,53.0,0424,1913,0.0,29.5,30.17,3.2,7,4.6,62,62.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-24
