Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD,PIPIENS,RESTUANS,SALINARIUS,TERRITANS,Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,Days_Since_Spray,Dist_to_Closest_Spray,Week,DaylightMinutes
CULEX PIPIENS,50,T031,41.801498,-87.763416,9,1,0,2011-09-30 00:00:00,1,0,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1923343333,39,708
CULEX RESTUANS,43,T145,41.878114,-87.629798,3,2,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.2493363333,39,708
CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,8,3,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.05279,39,708
CULEX RESTUANS,70,T151,41.916265,-87.800515,8,4,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.05279,39,708
CULEX SALINARIUS,70,T151,41.916265,-87.800515,8,1,0,2011-09-30 00:00:00,0,0,1,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.05279,39,708
CULEX PIPIENS/RESTUANS,37,T218,41.948167,-87.730698,8,3,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0783833333,39,708
CULEX RESTUANS,37,T218,41.948167,-87.730698,8,4,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0783833333,39,708
CULEX RESTUANS,45,T220,41.963976,-87.69181,9,1,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1014623333,39,708
CULEX PIPIENS/RESTUANS,46,T003,41.964242,-87.757639,8,2,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0353673333,39,708
CULEX PIPIENS/RESTUANS,11,T047,41.868142,-87.696269,9,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1928373333,39,708
CULEX PIPIENS/RESTUANS,61,T013,41.923738,-87.785288,9,19,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0482223333,39,708
CULEX RESTUANS,61,T013,41.923738,-87.785288,9,4,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0482223333,39,708
CULEX PIPIENS,61,T013,41.923738,-87.785288,9,1,0,2011-09-30 00:00:00,1,0,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0482223333,39,708
CULEX PIPIENS/RESTUANS,12,T018,42.010412,-87.66214,8,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1515300446,39,708
CULEX PIPIENS/RESTUANS,10,T030,41.89923,-87.716788,9,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1412303333,39,708
CULEX PIPIENS/RESTUANS,11,T160,41.903002,-87.688267,8,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1659793333,39,708
CULEX PIPIENS/RESTUANS,60,T017,41.960616,-87.777189,9,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0194433333,39,708
CULEX PIPIENS/RESTUANS,22,T061,41.801179,-87.679447,8,6,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.2766223333,39,708
CULEX PIPIENS,22,T061,41.801179,-87.679447,8,1,0,2011-09-30 00:00:00,1,0,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.2766223333,39,708
CULEX PIPIENS/RESTUANS,71,T079,41.766202,-87.562889,9,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.4281573333,39,708
CULEX PIPIENS/RESTUANS,77,T080,41.754676,-87.612922,9,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.3896503333,39,708
CULEX PIPIENS/RESTUANS,50,T082,41.803423,-87.642984,8,3,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.3108413333,39,708
CULEX RESTUANS,79,T083,41.754292,-87.590773,9,1,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.4121833333,39,708
CULEX RESTUANS,63,T155,41.776156,-87.778927,9,1,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.2021653333,39,708
CULEX PIPIENS/RESTUANS,37,T063,41.82561,-87.726549,9,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.2050893333,39,708
CULEX PIPIENS/RESTUANS,12,T115,41.673408,-87.599862,5,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.4839783333,39,708
CULEX RESTUANS,10,T138,41.726465,-87.585413,5,1,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.4453703333,39,708
CULEX PIPIENS/RESTUANS,13,T200,41.678618,-87.559308,5,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.5193223333,39,708
CULEX PIPIENS/RESTUANS,37,T212,41.680946,-87.535198,8,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.5411043333,39,708
CULEX PIPIENS/RESTUANS,10,T102,41.750498,-87.605294,5,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.4014563333,39,708
CULEX PIPIENS/RESTUANS,58,T027,41.984809,-87.728492,8,1,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0595750446,39,708
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,3,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,7,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,2,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,4,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,5,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX RESTUANS,10,T900,41.974689,-87.890615,9,7,0,2011-09-30 00:00:00,0,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX RESTUANS,10,T900,41.974689,-87.890615,9,5,0,2011-09-30 00:00:00,0,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX RESTUANS,10,T900,41.974689,-87.890615,9,1,0,2011-09-30 00:00:00,0,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX PIPIENS,10,T900,41.974689,-87.890615,9,2,0,2011-09-30 00:00:00,1,0,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0551143333,39,708
CULEX PIPIENS/RESTUANS,10,T903,41.957799,-87.930995,5,1,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1123843333,39,708
CULEX PIPIENS/RESTUANS,10,T903,41.957799,-87.930995,5,21,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1123843333,39,708
CULEX RESTUANS,10,T903,41.957799,-87.930995,5,6,0,2011-09-30 00:00:00,0,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1123843333,39,708
CULEX RESTUANS,10,T903,41.957799,-87.930995,5,3,0,2011-09-30 00:00:00,0,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1123843333,39,708
CULEX PIPIENS/RESTUANS,48,T222,41.925198,-87.746381,8,3,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0856693333,39,708
CULEX RESTUANS,48,T222,41.925198,-87.746381,8,1,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.0856693333,39,708
CULEX PIPIENS/RESTUANS,51,T223,41.973845,-87.805059,9,3,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.000385666599989,39,708
CULEX RESTUANS,51,T223,41.973845,-87.805059,9,4,0,2011-09-30 00:00:00,0,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.000385666599989,39,708
CULEX RESTUANS,65,T227,41.728495,-87.600963,5,1,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.4277903333,39,708
CULEX RESTUANS,51,T035,41.763733,-87.742302,8,3,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.2512133333,39,708
CULEX PIPIENS/RESTUANS,58,T231,41.98728,-87.666066,8,2,0,2011-09-30 00:00:00,1,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1244720446,39,708
CULEX RESTUANS,17,T232,41.912563,-87.668055,9,2,0,2011-09-30 00:00:00,0,1,0,0,2,58,47,42,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.17,29.37,30.0,15.4,34,16.3,53,59.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1766303333,39,708
CULEX PIPIENS/RESTUANS,71,T233,42.009876,-87.807277,9,2,0,2011-09-30 00:00:00,1,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.014689462,39,708
CULEX RESTUANS,71,T233,42.009876,-87.807277,9,2,0,2011-09-30 00:00:00,0,1,0,0,1,57,45,41,47.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.09,29.32,30.01,14.6,34,15.0,51,59.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.014689462,39,708
CULEX RESTUANS,41,T002,41.95469,-87.800991,9,19,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.014254,23,907
CULEX RESTUANS,11,T048,41.867108,-87.654224,8,2,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.2359163333,23,907
CULEX RESTUANS,22,T054,41.921965,-87.632085,8,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.2031983333,23,907
CULEX RESTUANS,17,T094,41.720848,-87.666014,9,4,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3703863333,23,907
CULEX PIPIENS/RESTUANS,89,T159,41.732984,-87.649642,8,4,0,2013-06-07 00:00:00,1,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3746223333,23,907
CULEX RESTUANS,58,T028,41.986921,-87.689778,9,4,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1004010446,23,907
CULEX RESTUANS,50,T031,41.801498,-87.763416,9,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1923343333,23,907
CULEX TERRITANS,14,T033,41.906638,-87.701431,9,1,0,2013-06-07 00:00:00,0,0,0,1,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1491793333,23,907
CULEX PIPIENS/RESTUANS,10,T089,41.723195,-87.64997,5,2,0,2013-06-07 00:00:00,1,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3840833333,23,907
CULEX RESTUANS,10,T089,41.723195,-87.64997,5,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3840833333,23,907
CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.724608,8,1,0,2013-06-07 00:00:00,1,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3706263333,23,907
CULEX RESTUANS,42,T135,41.662014,-87.724608,8,9,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3706263333,23,907
CULEX RESTUANS,43,T145,41.878114,-87.629798,3,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.2493363333,23,907
CULEX RESTUANS,70,T151,41.916265,-87.800515,8,7,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.05279,23,907
CULEX RESTUANS,25,T152,41.846075,-87.716277,9,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1948963333,23,907
CULEX RESTUANS,35,T158,41.682587,-87.707973,9,6,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3666883333,23,907
CULEX RESTUANS,70,T008,42.008314,-87.777921,9,1,0,2013-06-07 00:00:00,0,1,0,0,1,68,52,45,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,1e-06,29.2,29.92,9.5,3,9.9,60,66.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.0336510446,23,907
CULEX PIPIENS/RESTUANS,61,T012,41.991429,-87.747113,8,10,0,2013-06-07 00:00:00,1,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.0475740446,23,907
CULEX RESTUANS,61,T012,41.991429,-87.747113,8,8,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.0475740446,23,907
CULEX RESTUANS,11,T047,41.868142,-87.696269,9,2,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1928373333,23,907
CULEX RESTUANS,61,T013,41.923738,-87.785288,9,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.0482223333,23,907
CULEX PIPIENS/RESTUANS,12,T018,42.010412,-87.66214,8,1,0,2013-06-07 00:00:00,1,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1515300446,23,907
CULEX RESTUANS,12,T018,42.010412,-87.66214,8,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1515300446,23,907
CULEX RESTUANS,10,T030,41.89923,-87.716788,9,10,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.1412303333,23,907
CULEX RESTUANS,33,T095,41.704336,-87.703736,8,1,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.3491763333,23,907
CULEX RESTUANS,22,T061,41.801179,-87.679447,8,7,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.2766223333,23,907
CULEX PIPIENS/RESTUANS,35,T062,41.800737,-87.71188,8,2,0,2013-06-07 00:00:00,1,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.2446313333,23,907
CULEX RESTUANS,35,T062,41.800737,-87.71188,8,2,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.2446313333,23,907
CULEX RESTUANS,67,T066,41.77166,-87.703047,8,5,0,2013-06-07 00:00:00,0,1,0,0,2,68,54,44,52.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,29.26,29.92,8.8,2,9.2,61,66.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,639,0.2825413333,23,907
