Species,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD
CULEX PIPIENS/RESTUANS,41.960616,-87.777189,9,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,8,6,0,2011-09-30
CULEX PIPIENS,41.801179,-87.679447,8,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.766202,-87.562889,9,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.754676,-87.612922,9,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,8,3,0,2011-09-30
CULEX RESTUANS,41.754292,-87.590773,9,1,0,2011-09-30
CULEX RESTUANS,41.776156,-87.778927,9,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,9,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,1,0,2011-09-30
CULEX RESTUANS,41.726465,-87.585413,5,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,5,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.984809,-87.728492,8,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,3,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,7,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,2,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,4,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,5,0,2011-09-30
CULEX RESTUANS,41.974689,-87.890615,9,7,0,2011-09-30
CULEX RESTUANS,41.974689,-87.890615,9,5,0,2011-09-30
CULEX RESTUANS,41.974689,-87.890615,9,1,0,2011-09-30
CULEX PIPIENS,41.974689,-87.890615,9,2,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,5,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,5,21,0,2011-09-30
CULEX RESTUANS,41.957799,-87.930995,5,6,0,2011-09-30
CULEX RESTUANS,41.957799,-87.930995,5,3,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.925198,-87.746381,8,3,0,2011-09-30
CULEX RESTUANS,41.925198,-87.746381,8,1,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,9,3,0,2011-09-30
CULEX RESTUANS,41.973845,-87.805059,9,4,0,2011-09-30
CULEX RESTUANS,41.728495,-87.600963,5,1,0,2011-09-30
CULEX RESTUANS,41.763733,-87.742302,8,3,0,2011-09-30
CULEX PIPIENS/RESTUANS,41.98728,-87.666066,8,2,0,2011-09-30
CULEX RESTUANS,41.912563,-87.668055,9,2,0,2011-09-30
CULEX PIPIENS/RESTUANS,42.009876,-87.807277,9,2,0,2011-09-30
CULEX RESTUANS,42.009876,-87.807277,9,2,0,2011-09-30
CULEX RESTUANS,41.95469,-87.800991,9,19,0,2013-06-07
CULEX RESTUANS,41.867108,-87.654224,8,2,0,2013-06-07
CULEX RESTUANS,41.921965,-87.632085,8,1,0,2013-06-07
CULEX RESTUANS,41.720848,-87.666014,9,4,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,8,4,0,2013-06-07
CULEX RESTUANS,41.986921,-87.689778,9,4,0,2013-06-07
CULEX RESTUANS,41.801498,-87.763416,9,1,0,2013-06-07
CULEX TERRITANS,41.906638,-87.701431,9,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.723195,-87.64997,5,2,0,2013-06-07
CULEX RESTUANS,41.723195,-87.64997,5,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,1,0,2013-06-07
CULEX RESTUANS,41.662014,-87.724608,8,9,0,2013-06-07
CULEX RESTUANS,41.878114,-87.629798,3,1,0,2013-06-07
CULEX RESTUANS,41.916265,-87.800515,8,7,0,2013-06-07
CULEX RESTUANS,41.846075,-87.716277,9,1,0,2013-06-07
CULEX RESTUANS,41.682587,-87.707973,9,6,0,2013-06-07
CULEX RESTUANS,42.008314,-87.777921,9,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,8,10,0,2013-06-07
CULEX RESTUANS,41.991429,-87.747113,8,8,0,2013-06-07
CULEX RESTUANS,41.868142,-87.696269,9,2,0,2013-06-07
CULEX RESTUANS,41.923738,-87.785288,9,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,42.010412,-87.66214,8,1,0,2013-06-07
CULEX RESTUANS,42.010412,-87.66214,8,1,0,2013-06-07
CULEX RESTUANS,41.89923,-87.716788,9,10,0,2013-06-07
CULEX RESTUANS,41.704336,-87.703736,8,1,0,2013-06-07
CULEX RESTUANS,41.801179,-87.679447,8,7,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.800737,-87.71188,8,2,0,2013-06-07
CULEX RESTUANS,41.800737,-87.71188,8,2,0,2013-06-07
CULEX RESTUANS,41.77166,-87.703047,8,5,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.768388,-87.678649,8,2,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,8,2,0,2013-06-07
CULEX RESTUANS,41.773215,-87.60088,8,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.822536,-87.666343,9,1,0,2013-06-07
CULEX RESTUANS,41.822536,-87.666343,9,2,0,2013-06-07
CULEX RESTUANS,41.754676,-87.612922,9,2,0,2013-06-07
CULEX RESTUANS,41.803423,-87.642984,8,3,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.754292,-87.590773,9,1,0,2013-06-07
CULEX RESTUANS,41.754292,-87.590773,9,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.776156,-87.778927,9,1,0,2013-06-07
CULEX RESTUANS,41.673408,-87.599862,5,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,2,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,1,0,2013-06-07
CULEX RESTUANS,41.740641,-87.546587,5,4,0,2013-06-07
CULEX RESTUANS,41.680946,-87.535198,8,4,0,2013-06-07
CULEX RESTUANS,41.704572,-87.565666,8,5,0,2013-06-07
CULEX RESTUANS,41.733643,-87.55551,8,1,0,2013-06-07
CULEX RESTUANS,41.750498,-87.605294,5,4,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.984809,-87.728492,8,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,5,0,2013-06-07
CULEX RESTUANS,41.992478,-87.862995,8,11,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,4,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,19,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,17,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,3,0,2013-06-07
CULEX RESTUANS,41.974689,-87.890615,9,4,0,2013-06-07
CULEX RESTUANS,41.974689,-87.890615,9,3,0,2013-06-07
CULEX RESTUANS,41.974689,-87.890615,9,2,0,2013-06-07
CULEX RESTUANS,41.974689,-87.890615,9,16,0,2013-06-07
CULEX RESTUANS,41.974689,-87.890615,9,29,0,2013-06-07
CULEX RESTUANS,41.974689,-87.890615,9,5,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,5,10,0,2013-06-07
CULEX RESTUANS,41.957799,-87.930995,5,22,0,2013-06-07
CULEX RESTUANS,41.973845,-87.805059,9,2,0,2013-06-07
CULEX RESTUANS,41.743402,-87.731435,8,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.728495,-87.600963,5,17,0,2013-06-07
CULEX RESTUANS,41.728495,-87.600963,5,4,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.947227,-87.671457,9,3,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.793818,-87.654234,5,8,0,2013-06-07
CULEX RESTUANS,41.793818,-87.654234,5,4,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.904194,-87.756155,9,2,0,2013-06-07
CULEX RESTUANS,41.904194,-87.756155,9,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.951866,-87.725057,8,1,0,2013-06-07
CULEX RESTUANS,41.951866,-87.725057,8,4,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.763733,-87.742302,8,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,42.009876,-87.807277,9,1,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.776428,-87.627096,8,1,0,2013-06-07
CULEX RESTUANS,41.994679,-87.770899,8,6,0,2013-06-07
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,25,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,26,0,2013-06-14
CULEX RESTUANS,41.95469,-87.800991,9,47,0,2013-06-14
CULEX RESTUANS,41.95469,-87.800991,9,50,0,2013-06-14
CULEX RESTUANS,41.95469,-87.800991,9,50,0,2013-06-14
CULEX RESTUANS,41.95469,-87.800991,9,16,0,2013-06-14
CULEX RESTUANS,41.95469,-87.800991,9,50,0,2013-06-14
CULEX RESTUANS,41.95469,-87.800991,9,50,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,8,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,1,0,2013-06-14
CULEX RESTUANS,41.921965,-87.632085,8,3,0,2013-06-14
CULEX RESTUANS,41.921965,-87.632085,8,3,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,9,4,0,2013-06-14
CULEX RESTUANS,41.720848,-87.666014,9,28,0,2013-06-14
CULEX RESTUANS,41.720848,-87.666014,9,35,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,8,1,0,2013-06-14
CULEX RESTUANS,41.732984,-87.649642,8,3,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,9,4,0,2013-06-14
CULEX RESTUANS,41.986921,-87.689778,9,28,0,2013-06-14
CULEX RESTUANS,41.801498,-87.763416,9,13,0,2013-06-14
CULEX RESTUANS,41.723195,-87.64997,5,7,0,2013-06-14
CULEX RESTUANS,41.868077,-87.666901,9,13,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,7,0,2013-06-14
CULEX RESTUANS,41.662014,-87.724608,8,23,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.878114,-87.629798,3,3,0,2013-06-14
CULEX RESTUANS,41.878114,-87.629798,3,3,0,2013-06-14
CULEX RESTUANS,41.932094,-87.700117,8,9,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,8,9,0,2013-06-14
CULEX RESTUANS,41.916265,-87.800515,8,2,0,2013-06-14
CULEX RESTUANS,41.846075,-87.716277,9,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,19,0,2013-06-14
CULEX RESTUANS,41.682587,-87.707973,9,40,0,2013-06-14
CULEX RESTUANS,41.963976,-87.69181,9,1,0,2013-06-14
CULEX RESTUANS,41.964242,-87.757639,8,3,0,2013-06-14
CULEX RESTUANS,42.008314,-87.777921,9,35,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,8,20,0,2013-06-14
CULEX RESTUANS,41.991429,-87.747113,8,2,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,8,3,0,2013-06-14
CULEX RESTUANS,41.868142,-87.696269,9,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.923738,-87.785288,9,4,0,2013-06-14
CULEX RESTUANS,41.923738,-87.785288,9,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,42.010412,-87.66214,8,3,0,2013-06-14
CULEX RESTUANS,42.010412,-87.66214,8,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,9,1,0,2013-06-14
CULEX RESTUANS,41.960616,-87.777189,9,4,0,2013-06-14
CULEX RESTUANS,41.704336,-87.703736,8,2,0,2013-06-14
CULEX RESTUANS,41.911824,-87.726737,9,8,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,8,2,0,2013-06-14
CULEX RESTUANS,41.801179,-87.679447,8,13,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.800737,-87.71188,8,12,0,2013-06-14
CULEX RESTUANS,41.800737,-87.71188,8,36,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,9,3,0,2013-06-14
CULEX RESTUANS,41.778297,-87.752411,9,4,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,8,5,0,2013-06-14
CULEX RESTUANS,41.77166,-87.703047,8,5,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,8,5,0,2013-06-14
CULEX RESTUANS,41.773215,-87.60088,8,13,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.766202,-87.562889,9,14,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,8,8,0,2013-06-14
CULEX RESTUANS,41.754292,-87.590773,9,6,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,12,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.776156,-87.778927,9,12,0,2013-06-14
CULEX RESTUANS,41.776156,-87.778927,9,6,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,9,8,0,2013-06-14
CULEX RESTUANS,41.82561,-87.726549,9,10,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,21,0,2013-06-14
CULEX RESTUANS,41.673408,-87.599862,5,44,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,1,0,2013-06-14
CULEX RESTUANS,41.726465,-87.585413,5,13,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,2,0,2013-06-14
CULEX RESTUANS,41.740641,-87.546587,5,14,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,4,0,2013-06-14
CULEX RESTUANS,41.680946,-87.535198,8,4,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,1,0,2013-06-14
CULEX RESTUANS,41.704572,-87.565666,8,4,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,5,25,0,2013-06-14
CULEX RESTUANS,41.750498,-87.605294,5,20,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.984809,-87.728492,8,5,0,2013-06-14
CULEX RESTUANS,41.984809,-87.728492,8,2,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,2,0,2013-06-14
CULEX RESTUANS,41.659112,-87.538693,8,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,2,0,2013-06-14
CULEX RESTUANS,41.992478,-87.862995,8,32,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,15,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,37,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,39,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,21,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,8,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,35,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,7,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,17,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,34,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,28,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,1,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,27,0,2013-06-14
CULEX RESTUANS,41.974689,-87.890615,9,47,0,2013-06-14
CULEX RESTUANS,41.957799,-87.930995,5,9,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.925198,-87.746381,8,4,0,2013-06-14
CULEX RESTUANS,41.925198,-87.746381,8,3,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,9,16,0,2013-06-14
CULEX RESTUANS,41.973845,-87.805059,9,13,0,2013-06-14
CULEX RESTUANS,41.743402,-87.731435,8,8,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.728495,-87.600963,5,20,0,2013-06-14
CULEX RESTUANS,41.728495,-87.600963,5,17,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.947227,-87.671457,9,14,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.904194,-87.756155,9,2,0,2013-06-14
CULEX RESTUANS,41.904194,-87.756155,9,14,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.951866,-87.725057,8,4,0,2013-06-14
CULEX RESTUANS,41.951866,-87.725057,8,39,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.763733,-87.742302,8,2,0,2013-06-14
CULEX RESTUANS,41.763733,-87.742302,8,2,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.98728,-87.666066,8,2,0,2013-06-14
CULEX RESTUANS,41.912563,-87.668055,9,1,0,2013-06-14
CULEX PIPIENS/RESTUANS,42.009876,-87.807277,9,17,0,2013-06-14
CULEX RESTUANS,42.009876,-87.807277,9,2,0,2013-06-14
CULEX PIPIENS/RESTUANS,41.994679,-87.770899,8,14,0,2013-06-14
CULEX RESTUANS,41.994679,-87.770899,8,8,0,2013-06-14
CULEX RESTUANS,41.95469,-87.800991,9,19,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,1,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,1,0,2013-06-21
CULEX RESTUANS,41.867108,-87.654224,8,9,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,8,3,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,2,0,2013-06-21
CULEX RESTUANS,41.921965,-87.632085,8,4,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,9,29,0,2013-06-21
CULEX RESTUANS,41.720848,-87.666014,9,38,0,2013-06-21
CULEX RESTUANS,41.720848,-87.666014,9,50,0,2013-06-21
CULEX RESTUANS,41.720848,-87.666014,9,50,0,2013-06-21
CULEX RESTUANS,41.732984,-87.649642,8,15,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,2,0,2013-06-21
CULEX RESTUANS,41.944869,-87.832763,8,6,0,2013-06-21
CULEX RESTUANS,41.986921,-87.689778,9,3,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,13,0,2013-06-21
CULEX RESTUANS,41.906638,-87.701431,9,1,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.723195,-87.64997,5,4,0,2013-06-21
CULEX RESTUANS,41.723195,-87.64997,5,22,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,9,2,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,3,0,2013-06-21
CULEX RESTUANS,41.662014,-87.724608,8,17,0,2013-06-21
CULEX RESTUANS,41.878114,-87.629798,3,1,0,2013-06-21
CULEX RESTUANS,41.932094,-87.700117,8,1,0,2013-06-21
CULEX RESTUANS,41.916265,-87.800515,8,27,0,2013-06-21
CULEX RESTUANS,41.846075,-87.716277,9,6,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,10,0,2013-06-21
CULEX RESTUANS,41.682587,-87.707973,9,14,0,2013-06-21
CULEX RESTUANS,41.964242,-87.757639,8,3,0,2013-06-21
CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,5,0,2013-06-21
CULEX RESTUANS,42.008314,-87.777921,9,3,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,8,1,0,2013-06-21
CULEX RESTUANS,41.991429,-87.747113,8,4,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,9,8,0,2013-06-21
CULEX RESTUANS,41.868142,-87.696269,9,3,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.923738,-87.785288,9,8,0,2013-06-21
CULEX RESTUANS,41.923738,-87.785288,9,2,0,2013-06-21
CULEX PIPIENS/RESTUANS,42.010412,-87.66214,8,2,0,2013-06-21
CULEX RESTUANS,42.010412,-87.66214,8,5,0,2013-06-21
CULEX RESTUANS,41.89923,-87.716788,9,41,0,2013-06-21
CULEX RESTUANS,41.89923,-87.716788,9,17,0,2013-06-21
CULEX RESTUANS,41.960616,-87.777189,9,1,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.704336,-87.703736,8,5,0,2013-06-21
CULEX RESTUANS,41.704336,-87.703736,8,18,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,8,6,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.800737,-87.71188,8,7,0,2013-06-21
CULEX RESTUANS,41.800737,-87.71188,8,8,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,9,11,0,2013-06-21
CULEX RESTUANS,41.778297,-87.752411,9,8,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,8,8,0,2013-06-21
CULEX RESTUANS,41.77166,-87.703047,8,16,0,2013-06-21
CULEX RESTUANS,41.768388,-87.678649,8,1,0,2013-06-21
CULEX RESTUANS,41.773215,-87.60088,8,32,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.822536,-87.666343,9,5,0,2013-06-21
CULEX RESTUANS,41.822536,-87.666343,9,1,0,2013-06-21
CULEX RESTUANS,41.778748,-87.586427,8,5,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.766202,-87.562889,9,4,0,2013-06-21
CULEX RESTUANS,41.766202,-87.562889,9,15,0,2013-06-21
CULEX RESTUANS,41.754676,-87.612922,9,6,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,8,10,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,46,0,2013-06-21
CULEX RESTUANS,41.798697,-87.736812,8,44,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.776156,-87.778927,9,8,0,2013-06-21
CULEX RESTUANS,41.776156,-87.778927,9,5,0,2013-06-21
CULEX RESTUANS,41.82561,-87.726549,9,16,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,7,0,2013-06-21
CULEX RESTUANS,41.673408,-87.599862,5,4,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,6,0,2013-06-21
CULEX RESTUANS,41.740641,-87.546587,5,1,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,6,0,2013-06-21
CULEX RESTUANS,41.680946,-87.535198,8,2,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,4,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.733643,-87.55551,8,3,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,5,6,0,2013-06-21
CULEX RESTUANS,41.750498,-87.605294,5,2,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.984809,-87.728492,8,1,0,2013-06-21
CULEX RESTUANS,41.984809,-87.728492,8,1,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,8,0,2013-06-21
CULEX RESTUANS,41.992478,-87.862995,8,32,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,3,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,22,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,14,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,13,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,17,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,19,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,34,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,5,0,2013-06-21
CULEX RESTUANS,41.974689,-87.890615,9,31,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,5,2,0,2013-06-21
CULEX RESTUANS,41.957799,-87.930995,5,8,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,9,3,0,2013-06-21
CULEX RESTUANS,41.973845,-87.805059,9,6,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,11,0,2013-06-21
CULEX RESTUANS,41.743402,-87.731435,8,13,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.728495,-87.600963,5,24,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.728495,-87.600963,5,45,0,2013-06-21
CULEX RESTUANS,41.728495,-87.600963,5,23,0,2013-06-21
CULEX RESTUANS,41.947227,-87.671457,9,4,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.793818,-87.654234,5,7,0,2013-06-21
CULEX RESTUANS,41.793818,-87.654234,5,46,0,2013-06-21
CULEX RESTUANS,41.904194,-87.756155,9,5,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.951866,-87.725057,8,6,0,2013-06-21
CULEX RESTUANS,41.951866,-87.725057,8,2,0,2013-06-21
CULEX RESTUANS,41.763733,-87.742302,8,10,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.98728,-87.666066,8,3,0,2013-06-21
CULEX RESTUANS,41.98728,-87.666066,8,2,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.912563,-87.668055,9,3,0,2013-06-21
CULEX RESTUANS,41.912563,-87.668055,9,2,0,2013-06-21
CULEX PIPIENS/RESTUANS,42.009876,-87.807277,9,1,0,2013-06-21
CULEX RESTUANS,42.009876,-87.807277,9,1,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.776428,-87.627096,8,5,0,2013-06-21
CULEX RESTUANS,41.776428,-87.627096,8,1,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.994679,-87.770899,8,2,0,2013-06-21
CULEX RESTUANS,41.994679,-87.770899,8,2,0,2013-06-21
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,10,0,2013-06-27
CULEX RESTUANS,41.95469,-87.800991,9,9,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,5,0,2013-06-27
CULEX RESTUANS,41.891118,-87.654491,8,1,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,11,0,2013-06-27
CULEX RESTUANS,41.867108,-87.654224,8,4,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,8,1,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,2,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,1,0,2013-06-27
CULEX RESTUANS,41.944869,-87.832763,8,1,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,9,3,0,2013-06-27
CULEX RESTUANS,41.986921,-87.689778,9,1,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,9,0,2013-06-27
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,9,3,0,2013-06-27
