Species,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD,PIPIENS,RESTUANS,SALINARIUS,TERRITANS,Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,Days_Since_Spray,Dist_to_Closest_Spray
CULEX PIPIENS/RESTUANS,41.960616,-87.777189,9,11,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1179266666
CULEX PIPIENS/RESTUANS,41.704336,-87.703736,8,28,1,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0948783333
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,9,19,1,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0186826666
CULEX PIPIENS/RESTUANS,41.800737,-87.71188,8,4,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.074168
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,9,7,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1175606667
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,8,34,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0909036666
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,8,17,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0909036666
CULEX RESTUANS,41.768388,-87.678649,8,10,0,2013-08-29,0,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0632336666
CULEX PIPIENS,41.773215,-87.60088,8,9,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0227966667
CULEX PIPIENS/RESTUANS,41.822536,-87.666343,9,8,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.092486
CULEX PIPIENS,41.822536,-87.666343,9,6,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.092486
CULEX PIPIENS/RESTUANS,41.778748,-87.586427,8,3,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0390943333
CULEX PIPIENS/RESTUANS,41.766202,-87.562889,9,11,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0500863333
CULEX PIPIENS/RESTUANS,41.754676,-87.612922,9,10,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.00297966669999
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,8,35,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0626036666
CULEX PIPIENS/RESTUANS,41.754292,-87.590773,9,5,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0108416667
CULEX PIPIENS,41.798697,-87.736812,8,13,1,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0815616667
CULEX PIPIENS/RESTUANS,41.776156,-87.778927,9,11,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1462176667
CULEX PIPIENS,41.776156,-87.778927,9,3,1,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1462176667
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,9,6,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0483126666
CULEX PIPIENS,41.82561,-87.726549,9,3,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0483126666
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,31,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0415556666
CULEX PIPIENS,41.673408,-87.599862,5,4,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0415556666
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,2,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.00138533339999
CULEX PIPIENS,41.726465,-87.585413,5,9,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.00138533339999
CULEX RESTUANS,41.740641,-87.546587,5,7,0,2013-08-29,0,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0440023334
CULEX PIPIENS,41.740641,-87.546587,5,24,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0440023334
CULEX PIPIENS,41.680946,-87.535198,8,2,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.092446
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,39,1,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.038352
CULEX PIPIENS,41.704572,-87.565666,8,39,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.038352
CULEX PIPIENS,41.704572,-87.565666,8,46,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.038352
CULEX RESTUANS,41.733643,-87.55551,8,3,0,2013-08-29,0,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0341236667
CULEX PIPIENS,41.750498,-87.605294,5,12,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0048763334
CULEX PIPIENS/RESTUANS,41.984809,-87.728492,8,3,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0934226666
CULEX PIPIENS,41.984809,-87.728492,8,2,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0934226666
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,32,1,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.110785
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,31,1,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2355946666
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,50,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2355946666
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,50,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2355946666
CULEX PIPIENS,41.992478,-87.862995,8,38,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2355946666
CULEX PIPIENS,41.992478,-87.862995,8,27,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2355946666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,29,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,1,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,1,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,19,1,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,5,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,16,1,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,27,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,18,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX RESTUANS,41.974689,-87.890615,9,13,0,2013-08-29,0,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,24,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,1,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,3,0,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,40,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,12,0,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,50,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,48,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,31,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,22,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.974689,-87.890615,9,50,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2454256666
CULEX PIPIENS,41.957799,-87.930995,5,11,0,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.2689156666
CULEX PIPIENS/RESTUANS,41.925198,-87.746381,8,8,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0517006666
CULEX PIPIENS,41.925198,-87.746381,8,9,1,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0517006666
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,9,14,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1590256666
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,9,36,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1590256666
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,21,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1089163333
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,31,1,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1089163333
CULEX PIPIENS,41.728495,-87.600963,5,24,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.000956999999985
CULEX PIPIENS/RESTUANS,41.947227,-87.671457,9,8,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0848233333
CULEX PIPIENS,41.947227,-87.671457,9,5,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0848233333
CULEX PIPIENS/RESTUANS,41.793818,-87.654234,5,2,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0642486666
CULEX PIPIENS/RESTUANS,41.904194,-87.756155,9,2,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0404706666
CULEX PIPIENS/RESTUANS,41.951866,-87.725057,8,11,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0570446666
CULEX PIPIENS/RESTUANS,41.763733,-87.742302,8,6,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1220156667
CULEX PIPIENS,41.763733,-87.742302,8,2,0,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1220156667
CULEX PIPIENS/RESTUANS,41.98728,-87.666066,8,39,1,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1302673333
CULEX RESTUANS,41.98728,-87.666066,8,11,0,2013-08-29,0,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1302673333
CULEX PIPIENS/RESTUANS,41.912563,-87.668055,9,21,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0535613333
CULEX PIPIENS/RESTUANS,42.009876,-87.807277,9,50,1,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1972746666
CULEX PIPIENS/RESTUANS,42.009876,-87.807277,9,50,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1972746666
CULEX PIPIENS/RESTUANS,42.009876,-87.807277,9,50,1,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1972746666
CULEX PIPIENS,42.009876,-87.807277,9,50,1,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1972746666
CULEX PIPIENS,41.776428,-87.627096,8,12,1,2013-08-29,1,0,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.0197206666
CULEX PIPIENS/RESTUANS,41.994679,-87.770899,8,11,0,2013-08-29,1,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1456996666
CULEX RESTUANS,41.994679,-87.770899,8,2,0,2013-08-29,0,1,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1456996666
CULEX PIPIENS,41.994679,-87.770899,8,4,0,2013-08-29,1,0,0,0,1,89,66,64,69.0,514,1832,0.0,29.29,30.01,3.9,10,4.7,78,70.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,7,0.1456996666
CULEX PIPIENS/RESTUANS,41.925652,-87.63359,8,1,0,2013-08-29,1,1,0,0,2,87,69,65,69.0,514,1832,0.0,29.36,30.0,4.2,10,4.6,78,70.0,8.0,0,1,0,1,0,1,0,0,0,0,0,0,7,0.1011153333
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,50,0,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043511
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,3,0,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043511
CULEX PIPIENS,41.95469,-87.800991,9,37,0,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043511
CULEX PIPIENS,41.891118,-87.654491,8,15,0,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2432776667
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,24,0,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2675546667
CULEX PIPIENS,41.867108,-87.654224,8,12,0,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2675546667
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,8,4,0,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2373726667
CULEX PIPIENS,41.896282,-87.655232,8,5,0,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2373726667
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,4,0,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2348366667
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,50,1,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2348366667
CULEX RESTUANS,41.921965,-87.632085,8,5,0,2013-09-06,0,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2348366667
CULEX PIPIENS,41.921965,-87.632085,8,50,1,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2348366667
CULEX PIPIENS,41.921965,-87.632085,8,20,1,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2348366667
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,9,15,0,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4020246667
CULEX PIPIENS,41.720848,-87.666014,9,16,0,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4020246667
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,8,19,0,2013-09-06,1,1,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4062606667
CULEX PIPIENS,41.732984,-87.649642,8,49,0,2013-09-06,1,0,0,0,2,85,62,55,63.0,522,1819,0.0,29.44,30.11,4.3,17,6.0,74,67.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4062606667
